Ballot ID,Full Council District,CounDist,CounPerson,Category,location_type,name,Cost,description,Location,lat,lon,Notes,shortlisted
0094,"District 10, Ydanis Rodriguez",10,Ydanis Rodriguez,Parks & Recreation,parks,Get Fit For Free ,"$250,000","Free outdoor fitness equipment: pull up and dip bars, benches, and more; because health and fitness for our youth and people of all ages and abilities in a safe environment matters. ADA accessible.",W.173 St. Btw Haven Ave. & Ft.Washington Ave.,40.845889, -73.941687,"No address found, go by coordinates I chose",TRUE
0095,"District 10, Ydanis Rodriguez",10,Ydanis Rodriguez,Parks & Recreation,parks,Repair & Fitness Area: Sunken Playground,"$485,000","Tons of kids and families use this park, but ""the Pit"" needs some major TLC. Vote to transform the playground--add exercise equipment, repaint basketball courts, repair the stairs and more!",West 167th Street and Edgecombe Avenue ,40.838127, -73.936210,"No address found, go by coordinates I chose",TRUE
0096,"District 10, Ydanis Rodriguez",10,Ydanis Rodriguez,Streets,streets,Bus Pads,"$320,000",Flexible concrete under paved road to ensure the quality and safety of bus stops for both passengers and buses. ,DOT Determines,40.847824,-73.937786,Locations are not set so we used the District Office location,TRUE
0097,"District 10, Ydanis Rodriguez",10,Ydanis Rodriguez,Streets,streets,Real Time Passenger Information,"$200,000",Bus countdown clocks with live timing of bus arrivals district-wide. Would allow for better time-management for people without access to technology.,DOT Determines,40.847724, -73.937686,Locations are not set so we used the District Office location,TRUE
0098,"District 10, Ydanis Rodriguez",10,Ydanis Rodriguez,Youth,youth,WHEELS/ I.S.143 Athletic Facilities Upgrade,"$400,000","The WHEELS/I.S143 building hosts athletic teams, programs & events. Facilities are substandard lacking bleachers, fitness center & locker rooms despite more than 15 teams and programs using the facility.","511 West 182nd Street, New York, NY 10033",40.848874, -73.930986,,TRUE
0099,"District 10, Ydanis Rodriguez",10,Ydanis Rodriguez,Youth,youth,P.S 152/M.178 Playground Upgrade,"$500,000",Kids have many accidents at this unsafe playground. Safe new ground padding and 2 new play structures would serve both schools and children in the neighborhood currently without a nearby playground.,"93 Nagle Avenue, #121, New York, NY 10040",40.860441, -73.927728,,TRUE
0100,"District 11, Andy Cohen",11,Andy Cohen,Parks & Recreation,parks,Wakefield Playground/Basketball Court Renovations,"$300,000","Renovation to basketball courts, part of only recreational space in community.",Carpenter Ave. Btw E. 239 St. & E. 240 St.,40.901914, -73.855079,"No address found, go by coordinates I chose",TRUE
0101,"District 11, Andy Cohen",11,Andy Cohen,Parks & Recreation,parks,Woodlawn Playground Spray Shower Renovations,"$300,000",Update cement spray shower to make it usable for local children,Van Cortlandt Park East & Kepler Ave.,40.900091, -73.871488,"No address found, go by coordinates I chose",TRUE
0102,"District 11, Andy Cohen",11,Andy Cohen,Parks & Recreation,parks,Hackett Park Dog Run Improvements,"$500,000",Upgrade fencing & installation of features within dog run.,Riverdale Ave. & W. 254th Street,40.901476, -73.905756,"No address found, go by coordinates I chose",TRUE
0103,"District 11, Andy Cohen",11,Andy Cohen,Parks & Recreation,parks,Adult Fitness Equipment at Classic Playground,"$400,000",Install fitness equipment for adults for recreational use.,Van Cortlandt Park S.,40.885271, -73.890294,"No address found, go by coordinates I chose",TRUE
0104,"District 11, Andy Cohen",11,Andy Cohen,Parks & Recreation,parks,Seton Park Mini Skate Park,"$450,000",Construction of mini skate park for teenagers & young adults to skate in safe place.,Independence Ave. & W. 235th St (SW of Park),40.886298, -73.914170,"No address found, go by coordinates I chose",TRUE
0105,"District 11, Andy Cohen",11,Andy Cohen,Transit,transit,Bus Countdown Clocks,"$100,000",Commuters often wait long lengths of time without knowing when the next bus will arrive.  The installation of bus countdown clocks will alert commuters how far away the next buses are.,"Within District 11 (Bx1, Bx10, Bx16, Bx31)",40.886951, -73.912457,Chose a spot along bus route ,TRUE
0106,"District 11, Andy Cohen",11,Andy Cohen,Education,education,In-Tech Academy Gym Lockers,"$400,000",To replace the old gym lockers at In-Tech Academy,"2975 Tibbet Ave. Bronx, NY 10463",40.879073, -73.910999,,TRUE
0107,"District 11, Andy Cohen",11,Andy Cohen,Education,education,District 11 Schools Technology Upgrade,"$300,000","To provide a technology upgrade for students in the district.  $50,000 per school.  Includes Laptop carts, smart boards, In-Tech news network program.","PS 94, 340, 16, & 19, In-Tech Academy, & ISL",40.880497, -73.875090,Chose the coordinates for PS 94,TRUE
0108,"District 11, Andy Cohen",11,Andy Cohen,Education,education,P.S. 280/M.S. 80 Auditorium Renovations,"$275,000",Replacement of outdated seating in the auditorium. Events and community meetings are held in the auditorium throughout the year.,149 East Mosholu Parkway North,40.876818, -73.881204,,TRUE
0109,"District 11, Andy Cohen",11,Andy Cohen,"Arts, Culture & Community Facilities",culture,Mosholu Library HVAC & Roof,"$400,000","Installation of HVAC system, including unit on roof & compressor, air handling units and ejector pump.","285 E. 205th Street Bronx, NY 10467",40.874389, -73.878185,,TRUE
0110,"District 11, Andy Cohen",11,Andy Cohen,"Arts, Culture & Community Facilities",culture,Spuyten Duyvil Library HVAC System,"$400,000","Installation of HVAC system, including unit on roof & compressor, air handling units and ejector pump.","650 West 235th Street, Bronx, NY 10463",40.886558, -73.914686,,TRUE
0111,"District 11, Andy Cohen",11,Andy Cohen,Streets,streets,District 11 Security Cameras,"$300,000","Security Cameras for the 50th, 47th and 52nd Precincts within District 11.",District- Wide ,40.880469, -73.907029,Locations are not set so we used the District Office location,TRUE
0112,"District 15, Ritchie Torres",15,Ritchie Torres,Transit,transit,Bus Countdown Clocks,"$40,000",Two bus countdown clocks which will help riders know when the next bus will be arriving.,Transportation Hubs ,40.859141,-73.885665,Locations are not set so we used the District Office location,TRUE
0113,"District 15, Ritchie Torres",15,Ritchie Torres,Parks & Recreation,parks,Bronx Park East Physical Exercise Equipment,"$400,000",Construct physical exercise equipment in Bronx Park.,Between Waring Avenue and Rosewood Street,40.862502, -73.870512,chose a spot within the street bracket,TRUE
0114,"District 15, Ritchie Torres",15,Ritchie Torres,Parks & Recreation,parks,Zimmerman Playground Basketball Court,"$500,000",Resurface basketball court in Zimmerman Playground.,Zimmerman Playground,40.866162, -73.868737,,TRUE
0115,"District 15, Ritchie Torres",15,Ritchie Torres,Streets,streets,NYPD Security Cameras,"$350,000",Install ten NYPD Security Cameras throughout District 15.,TBD,40.859041, -73.885565,Locations are not set so we used the District Office location,TRUE
0116,"District 15, Ritchie Torres",15,Ritchie Torres,Education,education,Jonas Brock Academy Science Cart,"$62,000",Purchase a mobile science cart with lab materials for the students of Jonas Bronck Academy. ,"400 East Fordham Road, Bronx, NY 10458",40.861311, -73.891229,,TRUE
0117,"District 15, Ritchie Torres",15,Ritchie Torres,Education,education,Mobile Laptop Carts and Smart Boards ,"$305,000","Purchase seven carts with thirty laptops each, and ten interactive white boards to be used by students.","M.S.391, P.S.9, I.S.254, Jonas Bronck Academy",40.856708, -73.898770,Chose the coordinates for PS 9,TRUE
0118,"District 15, Ritchie Torres",15,Ritchie Torres,Education,education,Jungle Gym at P.S.54,"$150,000",Construct a jungle gym in the yard of P.S. 54.,"2703 Webster Avenue, Bronx, NY 10458",40.864934, -73.887770,,TRUE
0119,"District 15, Ritchie Torres",15,Ritchie Torres,Education,education,P.S. 23 Playground Renovation,"$400,000","Renovate the playground of P.S. 23, including a new jungle gym.","2151 Washington Avenue, Bronx, NY 10457",40.853377, -73.894697,,TRUE
0120,"District 15, Ritchie Torres",15,Ritchie Torres,Education,education,TAPCO Lockers,"$200,000",Install 80 lockers to create a girl's locker room for Theater Arts Production Company School. There are currently no lockers for female students.,"2225 Webster Avenue, Bronx, NY 10457",40.854661, -73.896998,,TRUE
0121,"District 15, Ritchie Torres",15,Ritchie Torres,Housing,housing,Murphy Houses Grounds Renovation,"$300,000",Renovate benches and resurface concrete in Murphy Houses.,NYCHA Murphy Houses,40.842566, -73.893841,,TRUE
0122,"District 19, Paul Vallone",19,Paul Vallone,Parks & Recreation,parks,Basketball Court and Sidewalk Renovation,"$500,000","Project would renovate the Bay Terrace Playground basketball court, including repaving and rim/backboard replacement. Sidewalk adjacent to the basketball court would be also be reconstructed. ",Bay Terrace Playground (Bay Terrace) 11360,40.782311, -73.777620,,TRUE
0123,"District 19, Paul Vallone",19,Paul Vallone,Parks & Recreation,parks,Pedestrian Safety Sidewalk and Guardrail,"$550,000",Project would create concrete pedestrian sidewalk along the Northbound Whitestone Expy. Service Road between 20th Ave. and 14th Ave. Guardrail would be installed along sidewalk for pedestrian safety. ,Harvey Park (Whitestone/College Point) 11357,40.783219, -73.822966,,TRUE
0124,"District 19, Paul Vallone",19,Paul Vallone,Parks & Recreation,parks,Adult Fitness Center at Little Bay Park ,"$250,000",Project would install adult fitness equipment within Little Bay Park to promote good health and appeal to people of all fitness levels. Fitness equipment would be accessible to the public.,Little Bay Park (Bayside/Whitestone) 11360 ,40.789999, -73.788762,,TRUE
0125,"District 19, Paul Vallone",19,Paul Vallone,Parks & Recreation,parks,Adult Fitness Center at MacNeil Park,"$250,000",Project would install adult fitness equipment within Little Bay Park to promote good health and appeal to people of all fitness levels. Fitness equipment would be accessible to the public.,MacNeil Park (College Point) 11356,40.792892,-73.852203,,TRUE
0126,"District 19, Paul Vallone",19,Paul Vallone,Parks & Recreation,parks,Basketball Court Renovation at MacNeil Park,"$650,000","Project would renovate the MacNeil Park basketball court, including repaving and rim/backboard replacement. This project would also create an additional half-court for the park.",MacNeil Park (College Point) 11356,40.792792, -73.852103,,TRUE
0127,"District 19, Paul Vallone",19,Paul Vallone,Parks & Recreation,parks,Basketball Court Renovation at Marie Curie Park,"$350,000","Project would renovate the Marie Curie Park basketball court, including repaving and rim/backboard replacement. ",Marie Curie Park (Bayside) 11361,40.757076, -73.771525,,TRUE
0128,"District 19, Paul Vallone",19,Paul Vallone,Transit,transit,Real Time Passenger Countdown Clocks,"$160,000","Project would install countdown clocks to certain bus stops along the Q12 and Q13 bus routes. The countdown is not by time, but rather by how many stops away the next bus is.",Q12 and Q13 Bus Routes,40.760348, -73.768181,Chose a stop on the Q13 ,TRUE
0129,"District 19, Paul Vallone",19,Paul Vallone,Streets,streets,NYPD Security Cameras,"$105,000","Project would fund three NYPD security cameras in District 19. These security cameras would enhance crime prevention, provide a sense of security and establish surveillance in remote areas.  ",District 19 (At NYPD discretion),40.761539, -73.770225,Locations are not set so we used the District Office location,TRUE
0130,"District 19, Paul Vallone",19,Paul Vallone,Education,education,P.S. 98 Technology Upgrade,"$70,000",Project would allow P.S. 98 to acquire laptops for school community and student use. This upgrade will help enhance instruction and allow students greater learning opportunities.,32-20 235th Street (Douglaston),40.769108, -73.749456,,TRUE
0131,"District 19, Paul Vallone",19,Paul Vallone,Education,education,P.S. 159 Technology Upgrade,"$105,000",Project would allow P.S. 159 to acquire laptops for school community and student use. This upgrade will help enhance instruction and allow students greater learning opportunities.,205-01 33rd Avenue (Bayside),40.770089, -73.783906,,TRUE
0132,"District 19, Paul Vallone",19,Paul Vallone,Education,education,P.S. 21 Playground Renovation,"$400,000","Project would renovate the P.S. 21 playground for the use of the school community. This renovation would include replacement of play equipment, safety surfaces and asphalt surfaces.",147-36 26th Avenue (Flushing/College Point),40.774142, -73.818518,,TRUE
0133,"District 19, Paul Vallone",19,Paul Vallone,Education,education,J.H.S. 194 Auditorium Upgrade,"$550,000","Project would replace lighting, curtains, sound system, flooring, A/V system and auditorium seating. The auditorium is used for both school and community events.",154-60 17th Avenue (Whitestone),40.783167, -73.806866,,TRUE
0134,"District 19, Paul Vallone",19,Paul Vallone,Education,education,P.S. 79 Gymnasium Upgrade,"$200,000","Project would renovate the school recreational space by replacing wall padding, basketball hoop backboards, sound system, scoreboard and additional gymnasium equipment.",147-27 15th Drive (Whitestone),40.785971, -73.817204,,TRUE
0135,"District 19, Paul Vallone",19,Paul Vallone,Education,education,Adrien Block Campus Cafeteria Upgrade,"$400,000","Project would upgrade the multi-use cafeteria shared by three schools: IS 25, World Journalism Prep School & P233. Upgrade includes new flooring, furniture, paint, sound system & food service/display.",34-65 192nd Street (Flushing),40.764960, -73.789591,,TRUE
0136,"District 19, Paul Vallone",19,Paul Vallone,Education,education,P.S. 193 Auditorium Upgrade,"$500,000","Project would replace lighting, curtains, sound system, flooring, A/V system and auditorium seating. The auditorium is used for both school and community events.",152-20 11th Avenue (Whitestone),40.792112, -73.809486,,TRUE
0137,"District 19, Paul Vallone",19,Paul Vallone,Education,education,Bayside High School Music Educational Complex,"$450,000","Project will fund phase three of state-of-the-art music studio for Bayside High School, which has 350 students in their ""Career and Technical Education"" music production and performance program. ",32-24 Corporal Kennedy Street (Bayside),40.771454, -73.780685,,TRUE
0138,"District 19, Paul Vallone",19,Paul Vallone,"Arts, Culture & Community Facilities",culture,Wall Shelf at Douglaston/Little Neck Library,"$50,000",Project would install a wall shelf with multiple outlets and chairs for laptop/tablet users for greater efficiency and safety in computer areas of the library.,249-01 Northern Blvd (Douglaston/Little Neck),40.768226, -73.738195,,TRUE
0139,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Parks & Recreation,parks,Bathroom Upgrade at Josephine Caminiti Playground,"$500,000","This proposal is for 1/3 of the cost of new stalls, updated plumbing, improved signage for comfort station/restroom.","102nd Street and Alstyne Avenue, Corona",40.743686,-73.861937,,TRUE
0140,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Parks & Recreation,parks,Newly Paved Walkways Josephine Caminiti Playground,"$300,000",Newly paved walkways through the park and playing areas. ,"102nd Street and Alstyne Avenue, Corona",40.743586, -73.861837,,TRUE
0141,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Parks & Recreation,parks,Park of the Americas Bathroom Improvements ,"$500,000","This proposal is for 1/3 of the cost of new stalls, updated plumbing, improved signage for comfort station/restroom.","104th Street and 42nd Avenue, Corona",40.748747,-73.861714,,TRUE
0142,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Parks & Recreation,parks,Bathroom Improvements at East Elmhurst Park,"$500,000","This proposal is for 1/3 of the cost of new stalls, updated plumbing, improved signage for comfort station/restroom.","100th Street and 25th Avenue, East Elmhurst",40.765644,-73.870596,,TRUE
0143,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Parks & Recreation,parks,Improved Lighting at East Elmhurst Playground,"$200,000",East Elmhurst playground lighting upgrade will allow for a safe playing experience during the early evening hours for families.,"100th Street and 25th Avenue, East Elmhurst",40.765544, -73.870496,,TRUE
0144,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Parks & Recreation,parks,Brand New Pathways at Park of the Americas,"$300,000",Newly paved walkways and playing areas through the Park of the Americas. ,"104th Street and 42nd Avenue, Corona",40.748647, -73.861614,,TRUE
0145,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,"Arts, Culture & Community Facilities",culture,Technology Upgrade at the Corona Library ,"$35,000",New tablets and computers for members of the Corona Library. Tablets will be available to rent for members with library cards.,"38-23 104th Street, Corona",40.750922, -73.861967,,TRUE
0146,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,"Arts, Culture & Community Facilities",culture,New Computers & Tablets at the LeFrak City Library,"$35,000",New tablets and computers for members of the LeFrak City Library. Tablets will be available to rent for members.,"98-30 57th Avenue, Corona",40.737460, -73.861585,,TRUE
0147,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Education,education,New Smartboards for P.S. 14Q,"$80,000","P.S. 14Q will have new smart boards to teach on, expanding the way to educate local students. Local students will learn via interactive lessons on the smart boards. ",107-01 Otis Avenue,40.740884, -73.854383,,TRUE
0148,"District 21, Julissa Ferreras-Copeland",21,Julissa Ferreras-Copeland,Education,education,New Laptops for P.S. 16Q  Students,"$80,000","P.S. 16Q will have new laptops for students to use, expanding the way to educate local students. Local students will learn via interactive lessons on the laptops. "," 41-15 104th Street, Corona",40.749095, -73.860560,,TRUE
0149,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,New Computer Lab,"$80,000",Build a new computer lab in an unused classroom,"IS 141, 37-11 21st Ave., Astoria",40.775828, -73.904694,,TRUE
0150,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,Auditorium Upgrade,"$490,000","A comprehensive upgrade to the Long Island City High School auditorium including new seats, stage lighting, stage curtains, and audiovisual equipment","14-30 Broadway, Long Island City",40.765673,-73.932893,,TRUE
0151,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,New SMART Boards,"$150,000",Provide Long Island City High School with  25 new SMART Boards for teachers to use during instruction inside classrooms,"14-30 Broadway, Long Island City",40.765773,-73.932893,,TRUE
0152,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,Bathroom Upgrades,"$400,000",Provide necessary upgrades to the bathrooms at Long Island City High School,"14-30 Broadway, Long Island City",40.765573, -73.932993,,TRUE
0153,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,Junior H.S. Tech Upgrades District Wide ,"$175,000","New technology equipment at all of the junior high schools (IS 141, IS 235, IS 10, IS 126, and Young Women’s Leadership Academy) in the district including new computers, printers, or laptops",District- Wide (See Description),40.766877, -73.922766,Used the coordinates for IS 235,TRUE
0154,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,Playground Upgrade,"$400,000",Update play equipment at P.S. 171.,14-14 29th Ave. Astoria,40.770934, -73.929017,,TRUE
0155,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,Playground Upgrade,"$400,000",Update play equipment at P.S. 2.,75-10 21st Ave. E. Elmhurst,40.770124, -73.894100,,TRUE
0156,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,Bathroom Upgrade,"$455,000",Update student bathrooms at P.S. 122.,21-21 Ditmars Blvd. Astoria,40.780414,-73.915819,,TRUE
0157,"District 22, Costa Constantinides",22,Costa Constantinides,Education,education,P.S. 122 Cafeteria Noise Pollution Mitigation,"$250,000","Installing soundproofing and other updates to mitigate noise pollution in the cafeteria, which is also used for afterschool activities and special events. This will lessen health risks for children.",21-21 Ditmars Blvd. Astoria,40.780314, -73.915919,,TRUE
0158,"District 22, Costa Constantinides",22,Costa Constantinides,"Arts, Culture & Community Facilities",culture,Cyber Center Infrastructure Upgrade,"$500,000",Upgrade Astoria Library’s cyber center for fast and effective internet access anywhere in the library.,14-01 Astoria Blvd. Astoria,40.772535,-73.928843,,TRUE
0159,"District 22, Costa Constantinides",22,Costa Constantinides,"Arts, Culture & Community Facilities",culture,Children's Room Shelving Upgrade,"$35,000",Install new shelving units to Astoria Library for children's books.,14-01 Astoria Blvd. Astoria,40.772335,-73.928643,,TRUE
0160,"District 22, Costa Constantinides",22,Costa Constantinides,"Arts, Culture & Community Facilities",culture,Basement Program Room Upgrade,"$50,000",The current program room in Astoria Library is suffering from structural issues (like water damage) which need repair.,14-01 Astoria Blvd. Astoria,40.772435, -73.928743,,TRUE
0161,"District 22, Costa Constantinides",22,Costa Constantinides,Housing,housing,Astoria Houses Basketball Court Lighting Upgrade,"$500,000",The lighting at the basketball court is very poor and in need of an upgrade.,4-20 Astoria Blvd. Astoria,40.772572, -73.933225,,TRUE
0162,"District 22, Costa Constantinides",22,Costa Constantinides,Parks & Recreation,parks,Fitness Upgrade: Whitey Ford Field ,"$300,000","Upgrade the fitness equipment, which will enhance the public health benefits of the neighborhood.",26th Ave. & 2nd St. Astoria,40.777759, -73.934223,,TRUE
0163,"District 22, Costa Constantinides",22,Costa Constantinides,Parks & Recreation,parks,Picnic and Gaming Tables Installation,"$250,000",Place permanent gaming/picnic tables in Astoria Park at locations to be determined by the community.,Astoria Park,40.779906,-73.921313,,TRUE
0164,"District 22, Costa Constantinides",22,Costa Constantinides,Parks & Recreation,parks,Water Fountain Project,"$500,000",Repair or install new water fountains in Astoria Park.,Astoria Park,40.779706,-73.921113,,TRUE
0165,"District 22, Costa Constantinides",22,Costa Constantinides,Parks & Recreation,parks,Senior Pool Area Improvements,"$300,000","Install new safety equipment, including new ladders and railings, in the senior pool area in Astoria Park.",Astoria Park,40.779806, -73.921213,,TRUE
0166,"District 22, Costa Constantinides",22,Costa Constantinides,Parks & Recreation,parks,Fitness Upgrade: Bulova Park,"$250,000","Upgrade the fitness equipment, which will enhance the public health benefits of the neighborhood.",25th Ave. & 76th St. East Elmhurst,40.7635,-73.892261,,TRUE
0167,"District 22, Costa Constantinides",22,Costa Constantinides,Parks & Recreation,parks,Handball Courts: Bulova Park,"$150,000",Repair the handball courts in Bulova Park.,25th Ave. & 76th St. East Elmhurst,40.763400, -73.892161,,TRUE
0168,"District 22, Costa Constantinides",22,Costa Constantinides,Transit,transit,Real Time Bus Countdown Clocks,"$480,000","Install 24 countdown clocks ($20,000 each) on the following bus lines: M60, Q18, Q19, Q33, Q47, Q69, Q101, Q102, Q103, and Q104 (if project wins, locations TBD by members of the community)",Multiple Locations,40.765221, -73.888990,Chose a stop on the Q47,TRUE
0169,"District 23, Barry Grodenchik",23,Barry Grodenchik,"Arts, Culture & Community Facilities",culture,Upgrades at Hollis and Queens Village Libraries,"$550,000","Facility upgrades, technology installations, and library materials.",Hollis Library & Queens Village Library ,40.720177, -73.762005,Chose the Hollis Library coordinates ,TRUE
0170,"District 23, Barry Grodenchik",23,Barry Grodenchik,Parks & Recreation,parks,Vanderbilt Motor Parkway Resurfacing,"$500,000","Resurfacing section of the motor parkway with full-depth asphalt perimeter, starting at eastern end near Winchester Boulevard.",Vanderbilt Motor Parkway,40.739085, -73.733939,,TRUE
0171,"District 23, Barry Grodenchik",23,Barry Grodenchik,Education,education,New Audio Visual Systems ,"$375,000",New audio visual systems including all necessary technology and auxiliary items.,"P.S. 18Q, 26Q, 33Q, 186Q, and I.S. 109Q",40.732099, -73.731998,Chose PS 18Q for coordinates ,TRUE
0172,"District 23, Barry Grodenchik",23,Barry Grodenchik,Education,education,Technology Upgrades for Local Schools,"$548,000","Laptop carts and smart boards at P.S. 33Q, 178Q, I.S. 109Q, Queens High School of Teaching, Business Technology Early College High School, and P224Q at PS 205Q and P.S. /I.S. 266Q.",Individual Schools are Listed in Description,40.727141, -73.733860,Chose PS 33Q coordinates ,TRUE
0173,"District 23, Barry Grodenchik",23,Barry Grodenchik,Education,education,New Gym Floor for Martin Van Buren High School ,"$100,000",Replacement of gym floor in Martin Van Buren High School.,"230-17 Hillside Avenue, Queens Village ",40.733702, -73.739001,,TRUE
0174,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Special Needs Playground for P4 at Skillman,"$250,000","Install safety surfacing and customized playground equipment that would target the needs of children with autism spectrum disorders grades K-8. This includes ramps, slides, game boards & monkey bars.",24-30 Skillman Ave. (Long Island City),40.742204, -73.945155,,TRUE
0175,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Queens Atrium Educational Hub - Wi-fi Network,"$75,000","Add Internet bandwidth and deploy Wi-Fi hardware for the use of students, faculty and staff at the three public high schools in the Queens Atrium Building, an education hub. ",30-20 Thomson Ave. (Long Island City),40.744868, -73.936894,,TRUE
0176,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Auditorium Repairs for Aviation High School ,"$450,000",Purchase new stage curtains and lighting for the auditorium at Aviation High School. ,45-30 36th St. (Sunnyside),40.743946, -73.929044,,TRUE
0177,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Tech Upgrades PS 150 & Academy of American Studies,"$210,000",Each school will receive six laptop carts with 30 laptops each. Access to computers in the classroom will help to enhance instruction and allow students greater learning opportunities.,P.S. 150 and Academy of American Studies,40.745755, -73.923394,Chose coordinates for PS 150,TRUE
0178,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Auditorium Upgrade for P.S. 166 ,"$300,000","The school is need of nine window curtains, front and back curtains on stage, soundproofing on the ceiling, stage lighting, stage floor, auditorium flooring, piano, paint and wiring for AC. ",33-09 35th Avenue (Long Island City),40.757376, -73.926272,,TRUE
0179,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Split System (AC) for I.S. 204 & Energy Tech H.S.,"$350,000","Sharing space with Energy Tech High School, I.S. 204 is a community school, open year round for various activities.  The auditorium is in need of cooling for use during the summer months. ", I.S. 204 and Energy Tech H.S.,40.75653,-73.932722,Chose coordinates for HS,TRUE
0180,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Auditorium Upgrade for I.S. 204 & Energy Tech H.S.,"$200,000","The auditorium is need of lighting upgrades, microphone system and audio equipment. ", I.S. 204 and Energy Tech H.S.,40.756430, -73.932622,Chose coordinates for HS,TRUE
0181,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Education,education,Auditorium Seating for P.S. 111,"$100,000","The auditorium is separated into three sections. The seats in the two side sections have been replaced, but the third (middle) still needs to be done. ",37-15 13th Street (Long Island City),40.758625, -73.939228,,TRUE
0182,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,"Arts, Culture & Community Facilities",culture,Court Square Library Security System Upgrade,"$66,000",Installation of security system including CCTV cameras and associated equipment.,25-01 Jackson Avenue (Long Island City),40.747267, -73.944407,,TRUE
0183,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,"Arts, Culture & Community Facilities",culture,Broadway Library Security System Upgrade ,"$132,000",Installation of security system including CCTV cameras and associated equipment.  ,42-20 Broadway (Astoria),40.758494, -73.918515,,TRUE
0184,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Parks & Recreation,parks,Renovation of Dutch Kills Playground,"$300,000",Renovation of the playground to include adult fitness equipment and adaptive swings.,28th Street (Dutch Kills) ,40.757171, -73.933114,,TRUE
0185,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Parks & Recreation,parks,Hunter’s Point South Park Playground Canopy,"$500,000",Installation of a fixed structure close to the existing children's playground that will provide shade on sunny days.  ,Center Boulevard (Long Island City) ,40.743243, -73.960606,,TRUE
0186,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Parks & Recreation,parks,Median Tree Planting,"$100,000",Trees and other greenery planted on the traffic median in Long Island City.  ,48th Avenue btw 5th St. & Vernon Blvd. ,40.744340, -73.954753,Chose a coordinate along 48th Avenue ,TRUE
0187,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Parks & Recreation,parks,BBQ Area Picnic Tables ,"$300,000",BBQ areas and facilities with picnic tables and benches.,"Rainy Park: Vernon Blvd, 33rd Rd & 34th Ave.",40.766108, -73.940696,,TRUE
0188,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Transit,transit,Dutch Kills Pedestrian Safety ,"$300,000","Installation of bus bulbs on 31st St. at 36th Ave & 39th Ave. Project will construct full bus bulbs at these bus stops, which will create a seamless path from the sidewalk & subway station entrance. ",Dutch Kills ,40.755923, -73.930244,Chose a coordinate along 31st Street ,TRUE
0189,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Housing,housing,Basketball Court Renovations ,"$350,000 per court ",Replacement of three courts concrete slab will be installed. Three-quarter-inch thick plastic polymer tile that provides a floating surface to help drain water and prevent the concrete from cracking. ,Ravenswood and Queensbridge Houses ,40.761964,-73.934493,Chose coordinates for Ravenswood Houses,TRUE
0190,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Housing,housing,Grounds Renovation for Queensbridge Houses,"$300,000","Replacing asphalt, fencing and greening to beautify areas within the development. (designed to budget). ",Queensbridge Houses,40.755228, -73.945405,,TRUE
0191,"District 26, Jimmy Van Bramer",26,Jimmy Van Bramer,Housing,housing,Grounds Renovation for Woodside Houses,"$300,000","Replacing asphalt, fencing and greening to beautify areas within the development. (designed to budget). ",Woodside Houses,40.750721, -73.900261,,TRUE
